#{"t_start": 1606164716.281729, "env_id": "MountainCar-v0"}
r,l,t
-151.0,151,589.480974
-151.0,151,589.516861
-152.0,152,589.841527
-149.0,149,590.135894
-147.0,147,590.16772
-148.0,148,590.466498
-151.0,151,590.49973
-142.0,142,590.809001
-143.0,143,591.091383
-144.0,144,591.121535
-148.0,148,591.437002
-154.0,154,591.477691
-145.0,145,591.79934
-156.0,156,591.835028
-147.0,147,592.136652
-200.0,200,592.462576
-200.0,200,592.780743
-143.0,143,592.81331
-151.0,151,593.108737
-149.0,149,593.146195
-143.0,143,593.459595
-152.0,152,593.493552
-152.0,152,593.799022
-200.0,200,594.118295
-148.0,148,594.150451
-140.0,140,594.455526
-137.0,137,594.485375
-150.0,150,594.766098
-153.0,153,595.045693
-147.0,147,595.0751
-154.0,154,595.370982
-151.0,151,595.41524
-141.0,141,595.722422
-140.0,140,596.013695
-140.0,140,596.05784
-152.0,152,596.348305
-140.0,140,596.378225
-156.0,156,596.673532
-142.0,142,596.711651
-142.0,142,597.003972
-140.0,140,597.033769
-145.0,145,597.305097
-151.0,151,597.591582
-142.0,142,597.625659
-146.0,146,597.937297
-143.0,143,597.974415
-145.0,145,598.261719
-147.0,147,598.299548
-147.0,147,598.642759
-141.0,141,598.929768
-143.0,143,598.963369
-145.0,145,599.267964
-140.0,140,599.311035
-143.0,143,599.649724
-141.0,141,599.681289
-164.0,164,599.992851
-147.0,147,600.312143
-141.0,141,600.344562
-145.0,145,600.645541
-145.0,145,600.697519
-148.0,148,601.015356
-200.0,200,601.300018
-149.0,149,601.334726
-147.0,147,601.611944
-142.0,142,601.643085
-145.0,145,601.940849
-139.0,139,601.970906
-143.0,143,602.244523
-146.0,146,602.531974
-191.0,191,602.573423
-142.0,142,602.851417
-200.0,200,603.157889
-148.0,148,603.194952
-151.0,151,603.491849
-200.0,200,603.802355
-200.0,200,603.849624
-182.0,182,604.18617
-200.0,200,604.519209
-151.0,151,604.554757
-200.0,200,604.911474
-200.0,200,605.211418
-200.0,200,605.510574
-152.0,152,605.545682
-200.0,200,605.858154
-200.0,200,606.173219
-200.0,200,606.48345
-151.0,151,606.516876
-164.0,164,606.818884
-200.0,200,607.141492
-156.0,156,607.176269
-152.0,152,607.459568
-200.0,200,607.776283
-200.0,200,608.109507
-150.0,150,608.145999
-155.0,155,608.47997
-200.0,200,608.528729
-146.0,146,608.842929
-200.0,200,609.18019
-200.0,200,609.537611
-161.0,161,609.57876
-200.0,200,609.918533
-156.0,156,610.236029
-147.0,147,610.27084
-147.0,147,610.597376
-200.0,200,610.932991
-150.0,150,610.968846
-200.0,200,611.301333
-147.0,147,611.623675
-200.0,200,611.670821
-150.0,150,611.984279
-157.0,157,612.022713
-146.0,146,612.344527
-200.0,200,612.67822
-149.0,149,612.712071
-146.0,146,613.014355
-148.0,148,613.327936
-200.0,200,613.37484
-200.0,200,613.74054
-200.0,200,614.051205
-148.0,148,614.331706
-200.0,200,614.37746
-200.0,200,614.66361
-200.0,200,614.953137
-200.0,200,615.263623
-155.0,155,615.297057
-147.0,147,615.619824
-144.0,144,615.658503
-200.0,200,616.028028
-155.0,155,616.326506
-155.0,155,616.366377
-156.0,156,616.689838
-200.0,200,616.984543
-154.0,154,617.016349
-200.0,200,617.323241
-200.0,200,617.658289
-200.0,200,617.976154
-200.0,200,618.0211
-147.0,147,618.315657
-200.0,200,618.61152
-200.0,200,618.922993
-150.0,150,618.966709
-153.0,153,619.285415
-200.0,200,619.590942
-158.0,158,619.625676
-151.0,151,619.905775
-200.0,200,620.218989
-147.0,147,620.257021
-144.0,144,620.542742
-173.0,173,620.580624
-175.0,175,620.880321
-171.0,171,621.198655
-150.0,150,621.238363
-200.0,200,621.5792
-158.0,158,621.871289
-152.0,152,621.909808
-161.0,161,622.228118
-158.0,158,622.519058
-200.0,200,622.564309
-181.0,181,622.860561
-200.0,200,623.175666
-151.0,151,623.207519
-98.0,98,623.490356
-162.0,162,623.526543
-154.0,154,623.851353
-173.0,173,624.181363
-200.0,200,624.229004
-170.0,170,624.551825
-160.0,160,624.871333
-200.0,200,625.192401
-158.0,158,625.234636
-164.0,164,625.544233
-200.0,200,625.861169
-200.0,200,625.912062
-200.0,200,626.230981
-164.0,164,626.538035
-160.0,160,626.583588
-166.0,166,626.894443
-165.0,165,627.184693
-172.0,172,627.224515
-200.0,200,627.565664
-200.0,200,627.896746
-169.0,169,628.204838
-158.0,158,628.238202
-87.0,87,628.509203
-174.0,174,628.555744
-164.0,164,629.004781
-173.0,173,629.341465
-161.0,161,629.379428
-162.0,162,629.68623
-167.0,167,629.725967
-200.0,200,630.038042
-165.0,165,630.46581
-182.0,182,630.837746
-159.0,159,630.886692
-173.0,173,631.248473
-158.0,158,631.542439
-156.0,156,631.575356
-200.0,200,631.88147
-155.0,155,632.178782
-169.0,169,632.221614
-156.0,156,632.516317
-158.0,158,632.55178
-157.0,157,632.887134
-165.0,165,633.207854
-162.0,162,633.242555
-158.0,158,633.56674
-158.0,158,633.882276
-159.0,159,633.92304
-157.0,157,634.231738
-157.0,157,634.272727
-185.0,185,634.588469
-159.0,159,634.910264
-156.0,156,634.944398
-159.0,159,635.312153
-159.0,159,635.684656
-156.0,156,635.725234
-164.0,164,636.079741
-159.0,159,636.128665
-163.0,163,636.456069
-158.0,158,636.749049
-158.0,158,636.781167
-158.0,158,637.083169
-153.0,153,637.372525
-163.0,163,637.414314
-156.0,156,637.762753
-167.0,167,637.825108
-155.0,155,638.274389
-157.0,157,638.70938
-155.0,155,638.747062
-157.0,157,639.128652
-157.0,157,639.193476
-152.0,152,639.637896
-200.0,200,640.02469
-157.0,157,640.066458
-158.0,158,640.428349
